STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7767524,18,F,BGD 3,Y,N,Biology,N,24,1050,1110,200508,CHEM 1211,F,CHEM 1211L,D,ENGL 1101,B,HIST 2111,A,,,,,200602,MATH 1113,D,SPAN 1002,C,ENGL 1102,B,POLS 1101,B,,,,,On Campus,1,150,2.52,SCHOOL 175,2,High School,3,College/Beyond,B,Bachelors,12,8,13,13," 567,120 "," 1,146,420 "," 579,300 "," 389,417 "
7758525,18,F,BGD 3,Y,N,Biology,N,18,360,870,200608,CHEM 1211,F,MATH 1111,D,CHEM 1211L,C,MUSC 1100,C,ENGL 1101,B,,,200702,HIST 2111,D,ENGL 1102,C,COMM 1110,B,,,,,,,On Campus,0,150,2.63,SCHOOL 54,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,13,9," 1,057,860 "," 1,176,420 "," 118,560 "," 418,200 "
7935000,18,M,BGD 3,Y,N,Biology,N,,1000,990,200708,CHEM 1211,F,HIST 2111,D,PSYC 1101,D,ENGL 1101,B,CHEM 1211L,A,,,200802,HIST 1112,D,MUSC 1100,C,ENGL 1102,B,,,,,,,On Campus,1,150,2,SCHOOL 263,2,High School,2,High School,B,Bachelors,14,11,18,18," 836,880 "," 902,760 "," 65,880 "," 92,160 "
7786416,17,F,BGD 3,Y,N,Biology,N,,420,,200508,CPSC 1301,F,MATH 1111,D,ENGL 1101,C,SPAN 1001,B,,,,,200602,MATH 1111,D,ENGL 1102,C,HIST 2111,C,ITDS 1146,C,,,,,Off Campus,0,69,2.96,SCHOOL 22,,No Information,3,College/Beyond,B,Bachelors,12,6,12,9," 953,880 "," 1,146,420 "," 192,540 "," 703,980 "
7829689,18,F,BGD 1,N,N,Art,N,,,,200808,ENGL 1102,F,FREN 1001,D,,,,,,,,,200902,POLS 1101,D,ENGL 1102,C,,,,,,,,,Off Campus,0,0,3.18,SCHOOL 15,3,College/Beyond,2,High School,B,Bachelors,16,3,13,6," 866,040 "," 915,000 "," 48,960 "," 378,180 "
7981577,18,M,BGD 1,N,N,Health and Physical Education,N,15,820,740,200908,HIST 1112I,F,ARTH 1100,D,ENGL 1101I,D,,,,,,,201002,ECON 2105,D,BIOL 1215K,C,ENGL 1101I,C,,,,,,,Off Campus,1,0,2.56,SCHOOL 5,3,College/Beyond,3,College/Beyond,B,Bachelors,12,3,14,7, -   ," 955,500 "," 1,904,100 ", -   
7993938,17,F,BGD 1,Y,N,Marketing,Communication,18,,870,200808,HIST 2111,F,POLS 1101,D,COMM 1110,B,,,,,,,200902,ARTH 1100,D,ENGL 1101,C,ITDS 2735,A,,,,,,,Off Campus,1,,3.12,SCHOOL 5,,No Information,,No Information,B,Bachelors,12,9,14,8, -   , -   , -   , -   
8005499,18,F,BGD 1,Y,N,Early Childhood Education,N,,850,830,200908,HIST 2111,F,ENVS 1105,D,SOCI 1101,B,COMM 1110,A,ITDS 2749,A,,,201002,MATH 1101,D,BIOL 1215K,C,SPAN 1001,C,ITDS 2735,A,,,,,Off Campus,1,69,3.12,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,15,9,12,9," 846,120 "," 1,324,500 "," 478,380 "," 218,700 "
7905610,19,M,BGD 4,Y,N,Applied Computer Science,N,,1120,1110,200508,HIST 2112,F,CPSC 1301,D,ENGL 1101,C,MATH 1111,C,,,,,200602,HIST 2111,D,CPSC 1301,C,POLS 1101,C,ENGL 1102,B,,,,,On Campus,1,150,3.14,SCHOOL 12,,No Information,,No Information,B,Bachelors,16,6,14,14, -   , -   , -   , -   
7851840,18,M,BGD 1,Y,N,Art,N,,,,200508,HIST 2112,F,COMM 1110,D,ENGL 1101,C,MATH 1101,C,,,,,200602,ITDS 2735,D,ARTH 1100,C,ENGL 1102,A,,,,,,,Off Campus,1,69,2.27,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,13,13," 161,880 "," 1,466,460 "," 1,304,580 "," -126,300 "
7942394,18,M,BGD 1,Y,N,Undeclared,N,,950,950,200508,HIST 2112,F,ARTH 1100,D,ENGL 1101,D,,,,,,,200602,MATH 1111,D,COMM 1110,C,,,,,,,,,Off Campus,1,69,2.47,SCHOOL 24,3,College/Beyond,2,High School,B,Bachelors,12,6,13,10, -   ," 336,960 ", -   ," -288,180 "
7775951,18,F,BGD 3,Y,N,Pre-Nursing,N,,410,,201008,HIST 2112,F,CHEM 1151,D,SOCI 1101,D,ENGL 1101,C,CHEM 1151L,B,,,201102,CHEM 1151,D,ENGL 1102,C,ITDS 2735,B,,,,,,,On Campus,1,150,2.58,SCHOOL 453,2,High School,3,College/Beyond,B,Bachelors,13,7,14,10, -   , -   , -   , -   
8027373,18,M,BGD 1,Y,N,Health Science,N,15,850,740,200508,MATH 1111,F,POLS 1101,D,ENGL 1101,B,PSYC 1101,B,,,,,200602,HIST 2112,D,ENGL 1102,C,MUSC 1100,C,COMM 1110,B,,,,,Off Campus,1,0,2.79,SCHOOL 214,2,High School,2,High School,B,Bachelors,12,6,15,12," 1,093,260 "," 1,466,460 "," 373,200 "," 647,580 "
7758225,18,F,BGD 1,Y,N,Theatre Arts,N,,1050,1070,200608,MATH 1111,F,ECON 2106,D,COMM 1110,C,ENGL 1101,B,THEA 1100,B,,,200702,MATH 1111,D,ENGL 1102,C,HIST 2112,C,ARTH 1100,B,,,,,Off Campus,1,0,2.6,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,15,12,18,17," 1,488,000 "," 1,489,080 "," 1,080 "," 903,840 "
7929070,18,M,BGD 1,Y,N,English Language/Literature,N,,600,590,200808,MATH 1111,F,ITDS 2735,D,HIST 2112,C,ANTH 1105,B,THEA 1100,B,,,200902,HIST 2111,D,GEOL 1110,C,ENGL 1101,B,,,,,,,Off Campus,1,138,2.17,SCHOOL 61,4,Other/Unknown,3,College/Beyond,B,Bachelors,13,10,15,15," 730,740 "," 945,840 "," 215,100 "," 379,980 "
7854094,17,M,BGD 2,Y,N,Engineering Studies,N,23,,1070,200808,MATH 1113,F,HIST 2112,D,ENGL 1101,C,POLS 1101,B,ECON 2106,A,,,200902,MUSC 1100,D,ENGL 1102,C,HIST 1111,C,,,,,,,Off Campus,1,69,3,SCHOOL 227,2,High School,2,High School,B,Bachelors,15,12,13,13," 621,420 "," 1,255,740 ", -   ," -34,920 "
7757445,18,F,BGD 3,Y,N,Nursing,N,,,,200708,PSYC 1101,F,POLS 1101,D,ENGL 1101,C,MATH 1101,B,,,,,200802,ARTH 1100,D,COMM 1110,C,ITDS 2735,A,,,,,,,On Campus,0,69,3,SCHOOL 271,2,High School,3,College/Beyond,B,Bachelors,15,12,14,10," 902,760 "," 902,760 ", -   ," 347,520 "
8017418,18,F,BGD 3,Y,N,Political Science,N,,830,830,201008,SPAN 1002,F,HIST 2112,D,POLS 1101,D,ENGL 1101,A,,,,,201102,GEOL 1110,D,SOCI 1101,C,MUSC 1100,B,,,,,,,Off Campus,1,69,2.81,SCHOOL 10,3,College/Beyond,2,High School,B,Bachelors,16,9,12,12, -   , -   , -   , -   
7769617,18,F,BGD 1,Y,N,Undeclared,N,20,,950,200608,ANTH 1105,NOT REP,HIST 2112,D,ENGL 1101,C,ITDS 2735,C,,,,,200702,ENGL 1102,D,THEA 1100,C,COMM 1110,B,,,,,,,Off Campus,1,69,3.2,SCHOOL 11,,No Information,,No Information,B,Bachelors,12,12,13,6, -   , -   , -   , -   
7875315,18,F,BGD 1,Y,N,Theatre Education,N,,970,950,200808,HIST 2111,NOT REP,MUSC 1100,D,ENGL 1101,C,MATH 1101,C,ITDS 2735,A,,,200902,HIST 2112,D,ENGL 1102,C,,,,,,,,,Off Campus,1,150,2.64,SCHOOL 180,2,High School,,No Information,B,Bachelors,13,10,12,6, -   ," 945,840 "," 1,519,200 ", -   
7947813,18,F,BGD 6,Y,N,Pre-Nursing,N,,930,910,201008,CHEM 1151,F,HIST 2111,F,PSYC 1101,D,CHEM 1151L,B,ENGL 1101,B,,,201102,MATH 1101,D,CHEM 1151,C,SOCI 1101,C,ITDS 2735,B,ENGL 1102,A,,,Off Campus,1,69,2.73,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,13,4,13,10, -   , -   , -   , -   
8033128,18,M,BGD 1,N,N,Music Performance,N,24,,1110,200708,COMM 1110,F,HIST 1111,F,ENGL 1101,C,,,,,,,200802,MUSC 1100,D,ENGL 1102,C,POLS 1101,C,,,,,,,Off Campus,1,330,2.26,SCHOOL 329,3,College/Beyond,3,College/Beyond,B,Bachelors,13,7,16,16, -   ," 902,760 "," 1,429,860 "," -30,000 "
7811627,18,M,BGD 1,Y,N,Undeclared,N,,910,910,200708,COMM 1110,F,HIST 2111,F,MATH 1111,F,MUSC 1100,C,,,,,200802,ECON 2105,D,ENGL 1101,C,,,,,,,,,Off Campus,1,69,2.8,SCHOOL 10,2,High School,3,College/Beyond,B,Bachelors,12,3,12,9, -   ," 869,760 "," 1,564,620 ", -   
7832529,18,M,BGD 1,Y,N,Undeclared,N,,1200,1190,200808,CPSC 1105,F,ENGL 1101,F,MATH 1111,B,,,,,,,200902,HIST 2112,D,COMM 1110,C,ENGL 1101,B,,,,,,,Off Campus,1,69,2.31,SCHOOL 130,,No Information,,No Information,B,Bachelors,13,7,16,14, -   , -   , -   , -   
7784677,18,F,BGD 4,Y,N,Biology,N,18,,870,200508,ENGL 1101,F,HIST 2111,F,POLS 1101,D,,,,,,,200602,ARTH 1100,D,HIST 2111,C,ITDS 2726,B,,,,,,,Off Campus,1,0,2.85,SCHOOL 31,4,Other/Unknown,4,Other/Unknown,B,Bachelors,16,6,15,8," 1,146,420 "," 1,146,420 ", -   ," 217,740 "
7986492,18,F,BGD 1,Y,N,Accounting,N,,1020,1030,200808,ENGL 1101,F,LEAD 1705,F,POLS 1101,F,ARTH 1100,D,MATH 1125,D,PSYC 1101,D,200902,POLS 1101,D,SPAN 1001,C,ECON 2106,B,,,,,,,Off Campus,1,69,2.93,SCHOOL 10,2,High School,3,College/Beyond,B,Bachelors,17,3,12,12, -   ," 1,264,860 "," 1,331,820 ", -   
8007505,18,M,BGD 1,Y,N,General Business,N,18,430,870,200808,ENGL 1101,F,POLS 1101,F,,,,,,,,,200902,HIST 2112,D,ECON 2105,C,POLS 2401,C,,,,,,,Off Campus,0,69,2.87,SCHOOL 25,3,College/Beyond,3,College/Beyond,B,Bachelors,13,7,13,9, -   , -   , -   , -   
8034168,18,F,BGD 1,Y,N,Undeclared,N,,650,640,200708,HIST 2112,NOT REP,MATH 1113,F,MUSC 1100,A,,,,,,,200802,CHEM 1151,D,CHEM 1151L,C,PSYC 1101,C,ENGL 1101,B,FREN 1001,B,,,Off Campus,1,69,3.25,SCHOOL 130,2,High School,2,High School,B,Bachelors,16,13,16,13," 91,740 "," 1,201,500 "," 1,109,760 "," -235,140 "
7836362,19,M,BGD 1,Y,N,Music Performance,N,,,,200608,ENGL 1101,B,,,,,,,,,,,200702,POLS 1101,D,HIST 2111,C,MUSC 1100,B,,,,,,,Off Campus,1,138,2.56,SCHOOL 157,,No Information,,No Information,B,Bachelors,12,9,16,16, -   , -   , -   , -   
7990763,18,F,BGD 1,Y,N,Biology,N,,,,200808,HIST 2111,B,,,,,,,,,,,200902,CHEM 1151,D,MATH 1111,C,ENGL 1101,A,,,,,,,Off Campus,1,69,3,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,13,7," 598,320 "," 1,355,760 "," 757,440 "," 366,600 "
7985924,18,F,BGD 1,Y,N,Joint Enrollment - Accel,N,,,,200708,POLS 1101,B,,,,,,,,,,,200802,ECON 2106,D,SPAN 1002,C,,,,,,,,,Off Campus,1,69,,SCHOOL 98,2,High School,3,College/Beyond,B,Bachelors,12,12,13,10," 47,100 "," 848,700 "," 801,600 "," 47,100 "
7846212,19,M,BGD 1,Y,N,Criminal Justice,N,,860,870,201008,ENGL 1101,C,,,,,,,,,,,201102,ENGL 1102,D,CPSC 1105,C,POLS 1101,C,MATH 1101,B,,,,,Off Campus,1,69,2.625,SCHOOL 10,4,Other/Unknown,4,Other/Unknown,B,Bachelors,13,9,12,9, -   , -   , -   , -   
7950418,18,M,BGD 1,N,N,Criminal Justice,N,19,,910,201008,ECON 2106,F,,,,,,,,,,,201102,BIOL 1215K,D,BIOL 1125,C,ENGL 1101,C,SPAN 1001,B,ITDS 1145,A,,,On Campus,1,0,2.91,SCHOOL 525,2,High School,3,College/Beyond,B,Bachelors,14,7,20,18, -   , -   , -   , -   
7945297,18,M,BGD 1,N,N,Criminal Justice,N,22,,1030,201008,MATH 1111,F,,,,,,,,,,,201102,COMM 1110I,D,BIOL 1215K,C,POLS 1101,B,,,,,,,Off Campus,0,0,3.5,SCHOOL 395,2,High School,2,High School,B,Bachelors,12,9,13,13, -   , -   , -   , -   
7834407,18,M,BGD 1,Y,N,Pre-Business,N,21,,990,200908,HIST 2112,B,MUSC 1100,A,,,,,,,,,201002,MATH 1111,F,ITDS 1145,C,POLS 1101,B,ENGL 1101,A,SOCI 1101,A,,,Off Campus,1,69,3.75,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,15,12," 1,002,480 "," 1,316,580 "," 314,100 "," 585,060 "
7777324,18,F,BGD 3,Y,N,Biology,N,17,,830,200908,ENGL 1101,C,MUSC 1100,A,,,,,,,,,201002,CHEM 1211,F,CHEM 1211L,C,ENGL 1102,C,MATH 1111,C,,,,,On Campus,1,0,3.26,SCHOOL 14,2,High School,3,College/Beyond,B,Bachelors,12,8,13,10," 1,418,100 "," 1,418,100 ", -   ," 144,180 "
7843893,18,F,BGD 3,Y,N,Biology,N,18,700,870,200608,MUSC 1100,C,ENGL 1101,A,,,,,,,,,200702,MATH 1111,F,ENGL 1102,C,HIST 2111,C,POLS 1101,C,,,,,Off Campus,1,69,2.87,SCHOOL 11,3,College/Beyond,2,High School,B,Bachelors,13,9,12,9, -   , -   , -   , -   
7778383,18,M,BGD 1,Y,N,History,N,,1050,1070,200808,ENGL 1101,D,HIST 2111,A,,,,,,,,,200902,ECON 2105,F,ENGL 1101,C,HIST 1112,C,,,,,,,Off Campus,1,69,2.44,SCHOOL 5,,No Information,,No Information,B,Bachelors,15,8,13,3, -   , -   , -   , -   
7883159,18,M,BGD 3,N,N,Biology,N,20,,950,200908,ANTH 1105I,B,THEA 1100I,B,BIOL 1215K,A,,,,,,,201002,CHEM 1211,F,CHEM 1211L,C,COMM 1110,C,ENGL 1101,C,MATH 1111,B,,,Off Campus,1,0,2.46,SCHOOL 15,4,Other/Unknown,2,High School,B,Bachelors,17,9,15,12," 1,316,580 "," 1,316,580 ", -   ," 835,080 "
7869495,18,F,BGD 3,Y,N,Psychology,N,19,970,910,200908,ANTH 1105I,B,ENGL 1101,B,MATH 1101,B,THEA 1100I,A,,,,,201002,STAT 1127,F,HIST 2111,C,ENGL 1102,B,COMM 1110,A,LEAD 1705,A,,,On Campus,1,150,2.82,SCHOOL 295,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,17,14," 28,320 "," 1,025,700 "," 997,380 ", -   
7878819,18,F,BGD 1,Y,N,Joint Enrollment - Accel,N,22,,1030,200908,ARTH 1100,B,ECON 2105,B,HIST 2112,B,COMM 1110,A,ENGL 1101,A,,,201002,POLS 2401,F,CPSC 1301L,C,CPSC 1301,B,GEOL 1121,A,GEOL 1121L,A,,,Off Campus,1,69,3.58,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,17,17,12,9, -   , -   , -   , -   
7826766,17,M,BGD 3,Y,N,Undeclared,N,16,900,790,201008,ARTH 1100I,B,ENGL 1101I,B,HIST 1112,B,MATH 1101,B,,,,,201102,ENGL 1102,F,COMM 1110,C,BIOL 1215K,B,HIST 2111,B,,,,,On Campus,1,150,3,SCHOOL 295,3,College/Beyond,2,High School,B,Bachelors,14,14,15,12, -   , -   , -   , -   
7803367,18,F,BGD 7,Y,N,Pre-Nursing,N,,980,990,200908,CHEM 1151,B,CHEM 1151L,B,HIST 2111,B,ENGL 1101,A,ITDS 2749,A,,,201002,COMM 1110I,F,ENGL 1102,C,,,,,,,,,Off Campus,0,69,3.42,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,14,7," 262,140 "," 1,410,180 "," 1,148,040 "," -155,280 "
7841338,19,F,BGD 3,Y,N,Pre-Nursing,N,,860,870,201008,COMM 1110,B,ENGL 1101,B,MATH 1111,B,LEAD 1705,A,,,,,201102,HIST 2111,F,STAT 1127,C,CHEM 1211,B,CHEM 1211L,B,ENGL 1102,B,,,On Campus,1,150,3.1,SCHOOL 67,4,Other/Unknown,4,Other/Unknown,B,Bachelors,13,13,14,8, -   , -   , -   , -   
7789696,18,F,BGD 1,Y,N,Undeclared,N,,760,740,201008,COMM 1110,B,ENGL 1101,B,ITDS 2746,B,ITDS 2749,A,,,,,201102,HIST 2111,F,MATH 1111,C,ENGL 1102,B,PSYC 1101,B,,,,,On Campus,1,69,2.91,SCHOOL 27,3,College/Beyond,2,High School,B,Bachelors,12,8,14,11, -   , -   , -   , -   
7948785,18,F,BGD 3,Y,N,Undeclared,N,,920,910,200608,ENGL 1101,B,HIST 2111,B,MATH 1101,A,,,,,,,200702,ENGL 1102,F,SPAN 1002,C,ITDS 1155,B,,,,,,,Off Campus,1,138,3.1,SCHOOL 236,2,High School,2,High School,B,Bachelors,13,13,16,13," 704,460 "," 1,176,420 "," 471,960 "," 247,800 "
7909389,19,M,BGD 1,Y,N,Undeclared,N,,830,830,200908,ENGL 1101,B,HIST 1111,B,,,,,,,,,201002,ENGL 1102,F,THEA 1100,C,POLS 1101,C,PSYC 1101,B,,,,,Off Campus,1,69,2.76,SCHOOL 27,2,High School,3,College/Beyond,B,Bachelors,13,9,12,9," 1,226,400 "," 1,417,380 "," 190,980 "," 755,400 "
7800694,19,M,BGD 1,Y,N,Pre-Business,N,18,,870,200908,HIST 2111,B,PSYC 1101,B,ENGL 1101,A,,,,,,,201002,HIST 1111,F,BIOL 1225K,C,ECON 2105,C,POLS 1101,C,MATH 1111,B,,,On Campus,1,69,3.63,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,16,12,16,13," 1,011,240 "," 1,418,100 "," 406,860 "," 362,820 "
8034180,18,F,BGD 1,Y,N,Biology,N,,960,950,200508,MATH 1111,B,MUSC 1100,B,ENGL 1101,A,HIST 2111,A,,,,,200602,MATH 1113,F,ENGL 1102,C,POLS 1101,B,,,,,,,Off Campus,1,0,3.25,SCHOOL 87,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,9, -   , -   , -   , -   
7871929,18,F,BGD 3,Y,N,Nursing,N,,950,950,200608,CHEM 1151,C,ENGL 1101,B,MATH 1111,B,CHEM 1151L,A,,,,,200702,HIST 2112,F,COMM 1110,C,THEA 1100,C,ENGL 1102,A,,,,,Off Campus,1,0,3.2,SCHOOL 130,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,15,15,17,14," 1,171,380 "," 1,171,380 ", -   ," 408,720 "
7987579,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,850,830,200908,CHEM 1211,C,CHEM 1211L,B,HIST 1111,B,MATH 1111,A,,,,,201002,POLS 1101,F,MATH 1113,C,ENGL 1101,B,,,,,,,Off Campus,1,69,3.35,SCHOOL 9,2,High School,2,High School,B,Bachelors,13,13,13,10," 1,032,180 "," 1,417,380 "," 385,200 "," 404,760 "
7899830,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,1230,1220,200908,CHEM 1211L,C,MUSC 1100,B,CHEM 1211,A,ECON 2105,A,HIST 1111,A,,,201002,MATH 1131,F,ENGL 1101,C,POLS 1101,A,,,,,,,Off Campus,1,69,3.5,SCHOOL 11,3,College/Beyond,2,High School,B,Bachelors,13,13,14,10," 1,310,100 "," 1,316,580 "," 6,480 "," 424,680 "
7873585,18,M,BGD 1,Y,N,Pre-Business,N,19,,910,200908,COMM 1110,C,ENGL 1101,B,MATH 1111,A,,,,,,,201002,HIST 2111,F,ENGL 1102,C,MATH 1125,C,MUSC 1100,B,,,,,On Campus,0,69,3.42,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,9," 1,149,420 "," 1,316,580 "," 167,160 "," 480,000 "
8022899,19,F,BGD 1,Y,N,General Business,N,,1120,1110,200508,ECON 2105,C,ENGL 1101,B,HIST 1112,B,,,,,,,200602,MATH 1111,F,ECON 2106,C,POLS 1101,C,HIST 2112,B,,,,,Off Campus,1,69,2.85,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,6, -   , -   , -   , -   
7868964,18,F,BGD 1,Y,N,Pre-Business,N,25,,1150,201008,ECON 2106,C,MATH 1113,B,GEOL 1121,A,GEOL 1121L,A,,,,,201102,ECON 2105,F,COMM 1110,C,PSYC 1101,B,ENGL 1101,A,,,,,Off Campus,1,0,3.5,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,13,13,15,12, -   , -   , -   , -   
7823513,18,M,BGD 1,Y,N,Criminal Justice,Psychology,,,,200508,ENGL 1101,C,COMM 1110,B,HIST 2112,B,,,,,,,200602,MATH 1111,F,POLS 1101,C,,,,,,,,,Off Campus,0,69,2.68,SCHOOL 11,3,College/Beyond,2,High School,B,Bachelors,12,12,12,6," 1,016,040 "," 1,144,200 "," 128,160 "," 890,040 "
7902647,19,M,BGD 1,Y,N,Theatre Arts,N,20,,950,200708,ENGL 1101,C,THEA 1100,B,,,,,,,,,200802,ASTR 1105,F,COMM 1110,C,POLS 1101,C,,,,,,,On Campus,1,150,2.52,SCHOOL 310,3,College/Beyond,2,High School,B,Bachelors,13,13,13,9, -   , -   , -   , -   
8028975,17,F,BGD 1,Y,N,Biology,N,20,,950,200708,ENGL 1101,C,MATH 1101,B,COMM 1110,A,,,,,,,200802,CHEM 1211,F,CHEM 1211L,C,HIST 2111,C,ENGL 1102,B,,,,,Off Campus,1,0,3,SCHOOL 1,,No Information,,No Information,B,Bachelors,14,14,13,10, -   , -   , -   , -   
7955018,18,F,BGD 1,N,N,Exercise Science,N,21,,990,201008,GEOL 1110,C,HIST 2111,B,,,,,,,,,201102,ENGL 1101,F,PSYC 1101,C,POLS 1101,B,THEA 1100,A,,,,,Off Campus,1,69,3.63,SCHOOL 7,2,High School,2,High School,B,Bachelors,13,9,12,9, -   , -   , -   , -   
7990690,18,M,BGD 1,Y,N,Management,N,15,420,740,200508,HIST 1112,C,ENGL 1101,B,MUSC 1100,B,,,,,,,200602,ECON 2106,F,COMM 1110,C,ENGL 1102,C,MATH 1111,B,,,,,Off Campus,1,69,2.93,SCHOOL 71,3,College/Beyond,2,High School,B,Bachelors,13,12,15,9, -   ," 1,459,020 "," 1,972,680 "," -306,180 "
7914901,19,M,BGD 1,Y,N,Computer Science - Systems,N,,,,200608,HIST 1112,C,ENGL 1101,B,,,,,,,,,200702,CPSC 1301,F,CPSC 1301L,C,ENGL 1102,C,MATH 1101,C,COMM 1110,B,,,Off Campus,1,69,3.46,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,12,8,14,11," 1,102,380 "," 1,171,380 "," 69,000 "," 578,220 "
7788884,18,F,BGD 4,Y,N,Undeclared,N,,1020,1030,200708,HIST 2111,C,HIST 1111,B,,,,,,,,,200802,POLS 1101,F,MATH 1111,C,PSYC 1101,C,COMM 1110,B,ENGL 1101,B,,,Off Campus,1,0,3.19,SCHOOL 130,2,High School,4,Other/Unknown,B,Bachelors,13,7,15,6, -   ," 326,880 ", -   ," -326,880 "
7941949,17,M,BGD 1,Y,N,Biology,N,,520,530,200908,HIST 2111,C,ENGL 1101,B,SOCI 1101,B,,,,,,,201002,CHEM 1211,F,BIOL 1215K,C,CHEM 1211L,C,MATH 1111,C,,,,,On Campus,1,90,3.7,SCHOOL 262,1,Middle School/Junior High,4,Other/Unknown,B,Bachelors,13,9,14,10," 484,500 "," 1,418,100 "," 933,600 "," 67,080 "
7804265,18,F,BGD 1,Y,N,Middle Grades Education,N,,1050,1070,201008,HIST 2111,C,COMM 1110,B,ITDS 2749,A,PSYC 1101,A,,,,,201102,ENVS 1105,F,HIST 1112I,C,POLS 1101,C,BIOL 1215K,B,,,,,Off Campus,1,0,2.84,SCHOOL 177,,No Information,,No Information,B,Bachelors,13,13,13,10, -   , -   , -   , -   
7848184,18,F,BGD 1,Y,N,Exercise Science,N,,980,990,201008,MATH 1101,C,COMM 1110,B,,,,,,,,,201102,CPSC 1105,F,PSYC 1101,C,POLS 1101,B,,,,,,,Off Campus,1,69,3,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,6, -   , -   , -   , -   
7850608,18,F,BGD 1,Y,N,Nursing,N,21,1000,990,200508,MATH 1111,C,ENGL 1101,B,CHEM 1151,A,CHEM 1151L,A,COMM 1110,A,,,200602,ECON 2106,F,HIST 2112,C,ITDS 2735,A,,,,,,,Off Campus,0,69,3.1,SCHOOL 3,2,High School,2,High School,B,Bachelors,13,13,14,11, -   , -   , -   , -   
7859661,18,M,BGD 3,Y,N,Theatre Arts,N,,850,830,200908,PSYC 1101,C,THEA 1100,B,ENGL 1101,A,,,,,,,201002,HIST 2111,F,CPSC 1105,C,ENGL 1102,B,,,,,,,On Campus,1,69,2.46,SCHOOL 3,1,Middle School/Junior High,2,High School,B,Bachelors,16,16,15,10," 1,418,100 "," 1,418,100 ", -   ," 576,600 "
7790693,18,F,BGD 1,N,N,Undeclared,N,,480,,200608,THEA 1100,C,ENGL 1101,B,MATH 1111,A,POLS 1101,A,,,,,200702,HIST 1112,F,ENGL 1102,C,PSYC 1101,B,MATH 1113,A,,,,,On Campus,1,301,3.13,SCHOOL 194,,No Information,,No Information,B,Bachelors,14,14,13,10, -   , -   , -   , -   
